first_order_date,last_order_date,orders,quantity,revenue,postal_code,city,country,today,days_since_order,id,order_ids
2018-05-28 20:55:29,2018-05-28 20:55:29,2,2,30.0,3632JG,Loenen aan de Vecht,NL,2020-06-18 00:00:00,751 ,10447377506206660019,9864329021569860792
2018-05-29 15:08:10,2018-05-29 15:08:10,1,1,9.92,3818DX,Amersfoort,NL,2020-06-18 00:00:00,750 ,18136211477132930825,378154785398854286
2020-04-03 19:02:00,2020-04-03 19:02:00,1,3,29.0,2377 DT,Oude Wetering,NL,2020-06-18 00:00:00,75 ,18404618140578788406,10089537366856656236
2020-04-03 19:41:00,2020-04-03 19:41:00,1,3,29.0,9718 JC,Groningen,NL,2020-06-18 00:00:00,75 ,8484380446437309367,12497712932200379949
2018-05-30 17:29:55,2018-05-30 17:29:55,3,9,114.57,5658EC,Eindhoven,NL,2020-06-18 00:00:00,749 ,9711640385361904579,18051620819744203404
2020-04-04 23:42:00,2020-04-04 23:42:00,1,3,29.0,7591 NR,Denekamp,NL,2020-06-18 00:00:00,74 ,12915892871641498580,2683239866069237998
2018-06-09 13:52:36,2018-06-09 13:52:36,1,1,33.02,2243AG,Wassenaar,NL,2020-06-18 00:00:00,739 ,5656505604888417711,481549721501125338
2018-06-13 11:08:02,2018-06-13 11:08:02,2,2,84.9,1075SN,Amsterdam,NL,2020-06-18 00:00:00,735 ,5730089164586207989,11613892618661372109
2018-06-13 09:23:03,2018-06-13 09:23:03,2,4,164.08,2051GM,Overveen,NL,2020-06-18 00:00:00,735 ,16629579355517492237,1373092048816384946
2018-06-16 09:02:00,2018-06-16 09:02:00,1,1,9.43,6534TD,Nijmegen,NL,2020-06-18 00:00:00,732 ,9655815184656748153,1941251043927792671
2018-06-17 15:54:51,2018-06-17 15:54:51,1,1,28.19,22885,Barsbüttel,DE,2020-06-18 00:00:00,731 ,7807926275085871484,2956578122717328131
2018-06-17 21:17:45,2018-06-17 21:17:45,1,1,33.02,1171WS,Badhoevedorp,NL,2020-06-18 00:00:00,731 ,10062704806684911106,15245449361729145999
2018-06-18 12:11:05,2018-06-18 12:11:05,2,2,46.0,7553VP,Hengelo,NL,2020-06-18 00:00:00,730 ,18154619171131693327,16880211552698773698
2020-04-05 09:10:00,2020-04-05 09:10:00,1,3,29.0,1141 ZK,Monnickendam,NL,2020-06-18 00:00:00,73 ,10222035376034696935,15375087062325143850
2018-06-21 17:44:02,2018-06-21 17:44:02,1,1,12.88,8790,waregem,BE,2020-06-18 00:00:00,727 ,17572189036354151230,11472111409730740889
2018-06-23 21:21:44,2018-06-23 21:21:44,1,1,28.58,2400,Mol,BE,2020-06-18 00:00:00,725 ,12689340847660621122,14083246578895009274
2018-06-25 12:33:12,2018-06-25 12:33:12,1,1,28.93,4822XL,Breda,NL,2020-06-18 00:00:00,723 ,6457388787559873708,6915443766876309045
2020-04-06 10:26:00,2020-04-06 10:26:00,1,1,38.0,9742 EZ,Groningen,NL,2020-06-18 00:00:00,72 ,13825151879526898690,13130767656049231104
2020-04-06 20:24:00,2020-04-06 20:24:00,1,3,29.0,3911 AW,Rhenen,NL,2020-06-18 00:00:00,72 ,8439412255268435998,6745568935136678421
2018-07-03 18:50:48,2018-07-03 18:50:48,1,1,28.93,1094ET,Amsterdam,NL,2020-06-18 00:00:00,715 ,2494717914646970864,12130902185253025879
2018-07-05 21:31:12,2018-07-05 21:31:12,1,1,28.93,8303BV,Emmeloord,NL,2020-06-18 00:00:00,713 ,13515970463685737868,7799455040398537258
2018-07-06 07:16:17,2018-07-06 07:16:17,1,1,24.79,4105VJ,Culemborg,NL,2020-06-18 00:00:00,712 ,11752207492367875932,9809132649381960215
2018-07-08 09:24:07,2018-07-08 09:24:07,1,1,9.22,1319EG,Almere,NL,2020-06-18 00:00:00,710 ,1479546486940224944,15028042310356575736
2020-04-07 12:15:00,2020-04-07 12:15:00,1,3,29.0,1069 GC,Amsterdam,NL,2020-06-18 00:00:00,71 ,5496643907894701188,13483441293700439395
2020-04-07 17:48:00,2020-04-07 17:48:00,1,1,15.0,6221 CW,Maastricht,NL,2020-06-18 00:00:00,71 ,9504987706816631861,15875565048184169855
2020-04-07 09:03:00,2020-04-07 09:03:00,1,1,38.0,2821 LV,Stolwijk,NL,2020-06-18 00:00:00,71 ,17205504491893465350,11911397925308578841
2018-07-09 10:34:01,2018-07-09 10:34:01,1,1,28.93,5625KG,Eindhoven,NL,2020-06-18 00:00:00,709 ,6729695551075842571,2820089288337615959
2018-07-10 10:20:53,2018-07-10 10:20:53,1,1,28.93,2431,Laakdal,BE,2020-06-18 00:00:00,708 ,2812059332997399769,18228013635620499633
2018-07-13 17:01:40,2018-07-13 17:01:40,1,1,24.79,4818GB,Breda,NL,2020-06-18 00:00:00,705 ,10084691437624698309,8930673875713037370
2018-07-13 08:48:23,2018-07-13 08:48:23,1,1,24.79,4413AT,Krabbendijke,NL,2020-06-18 00:00:00,705 ,11209647780906960889,6030952689905709053
2018-07-15 00:55:28,2018-07-15 00:55:28,1,1,12.56,1231KA,Loosdrecht,NL,2020-06-18 00:00:00,703 ,15097776162386354458,2118633346515547145
2020-04-08 12:46:00,2020-04-08 12:46:00,1,3,29.0,3704 RK,Zeist,NL,2020-06-18 00:00:00,70 ,10126359774808738430,3057250918034723899
2020-04-08 13:59:00,2020-04-08 14:04:00,1,1,38.0,9000,Wondelgem,BE,2020-06-18 00:00:00,70 ,892778850158963226,17509532347575788675
2020-04-08 14:45:00,2020-04-08 14:45:00,1,4,37.0,3038 JP,Rotterdam,NL,2020-06-18 00:00:00,70 ,12992412032395981398,1780463019629671306
2017-11-26 16:33:46,2018-07-19 13:06:29,4,4,64.72,1521AL,Wormerveer,NL,2020-06-18 00:00:00,699 ,3442447875973267213,15227992837296555642
2018-07-22 17:28:20,2018-07-22 17:28:20,1,1,24.79,6573WS,Beek,NL,2020-06-18 00:00:00,696 ,8545867388407212505,4368668985116235538
2018-07-25 17:05:42,2018-07-25 17:05:42,1,1,28.93,4334AT,Middelburg,NL,2020-06-18 00:00:00,693 ,5915397733817275478,9521791140702162848
2018-07-29 15:38:57,2018-07-29 15:38:57,1,1,5.95,5612AH,Eindhoven,NL,2020-06-18 00:00:00,689 ,1549230552888829443,11299588993064670309
2018-07-25 14:35:06,2018-07-30 13:38:30,2,2,23.13,3021KE,Rotterdam,NL,2020-06-18 00:00:00,688 ,15721010508600882275,14289055959252570521
2018-08-02 15:38:06,2018-08-02 15:38:06,1,1,28.93,1942CK,Beverwijk,NL,2020-06-18 00:00:00,685 ,11852925776166605419,16503359445962736346
2018-08-04 09:19:00,2018-08-04 09:19:00,1,1,13.939999999999998,1211CC,Hilversum,NL,2020-06-18 00:00:00,683 ,17318836917992226831,7842901351124615478
2018-08-06 17:18:02,2018-08-06 17:18:02,2,2,36.0,5551AK,Valkenswaard,NL,2020-06-18 00:00:00,681 ,10467025787148383707,12027669031063929477
2018-08-22 09:00:35,2018-08-22 09:00:35,1,1,28.93,3605cj,Maarssen,NL,2020-06-18 00:00:00,665 ,6392522235688063464,6229128787004054706
2018-08-23 17:47:14,2018-08-23 17:47:14,2,2,36.0,3014 VJ,Rotterdam,NL,2020-06-18 00:00:00,664 ,15664061986044308444,10428950826680469098
2018-08-24 05:19:45,2018-08-24 05:19:45,1,1,28.93,1023EL,Amsterdam,NL,2020-06-18 00:00:00,663 ,7939351797154170120,9576473213438817572
2020-04-12 12:21:00,2020-04-12 12:21:00,1,4,30.0,1098 PZ,Amsterdam,NL,2020-06-18 00:00:00,66 ,17606811972350318899,385158596131025092
2018-08-31 18:38:09,2018-08-31 18:38:09,1,1,24.79,2515JJ,s-Gravenhage,NL,2020-06-18 00:00:00,656 ,4567590514752045741,5452979162259504172
2018-09-01 14:49:12,2018-09-01 14:49:12,1,1,28.93,4614KV,Bergen op Zoom,NL,2020-06-18 00:00:00,655 ,2318968881616765444,14229560194086018157
2018-09-03 11:20:24,2018-09-03 11:20:24,2,2,61.49999999999999,6581 AJ,Malden,NL,2020-06-18 00:00:00,653 ,2690211059193360278,17790433516434733468
2018-09-05 20:28:03,2018-09-05 20:28:03,1,1,17.18,2224 SG,Katwijk,NL,2020-06-18 00:00:00,651 ,12743996750082644944,15559107267866736760
2018-07-25 02:25:25,2018-09-05 01:26:15,2,3,57.23,1211CC,Hilversum,NL,2020-06-18 00:00:00,651 ,3695564470336299070,351759094422069400
2020-04-13 20:57:00,2020-04-13 20:57:00,1,2,23.0,3072 AP,Rotterdam,NL,2020-06-18 00:00:00,65 ,14297053960681696319,61699306497606842
2020-04-13 14:57:00,2020-04-13 14:57:00,1,3,29.0,2662 CW,bergschenhoek,NL,2020-06-18 00:00:00,65 ,14373754856808145009,13960650545860126096
2020-04-13 13:00:00,2020-04-13 13:00:00,1,3,29.0,2681 BW,Monster,NL,2020-06-18 00:00:00,65 ,17848081439371385509,18108468741986535588
2020-04-13 03:53:00,2020-04-13 03:53:00,1,3,29.0,1186 ZV,Amstelveen,NL,2020-06-18 00:00:00,65 ,3716612525312701888,10097560208888201252
2018-09-09 16:44:33,2018-09-09 16:44:33,1,1,28.93,6171 BS,Stein,NL,2020-06-18 00:00:00,647 ,342116649391380811,2058229241899211426
2018-09-10 17:00:37,2018-09-10 17:00:37,1,1,28.93,1082GM,Amsterdam,NL,2020-06-18 00:00:00,646 ,12406712719933313031,8756079013415726767
2018-09-11 13:16:14,2018-09-11 13:16:14,1,1,24.79,4851BZ,Ulvenhout,NL,2020-06-18 00:00:00,645 ,14720858961618471004,11388707474567898265
2018-09-11 15:15:31,2018-09-11 15:15:31,1,1,12.56,3584BA,Utrecht,NL,2020-06-18 00:00:00,645 ,10466020616361278846,8575306353146417210
2020-04-14 15:11:00,2020-04-14 15:11:00,1,1,15.0,5038 DB,Tilburg,NL,2020-06-18 00:00:00,64 ,18312680621202567922,309320649051814348
2020-04-14 18:36:00,2020-04-14 18:36:00,1,1,38.0,4651 GL,Steenbergen,NL,2020-06-18 00:00:00,64 ,7932131501727982866,16779079678767478562
2018-09-18 12:31:25,2018-09-18 12:31:25,1,1,24.79,7607GG,Almelo,NL,2020-06-18 00:00:00,638 ,3656714181551239981,955984099327831440
2018-09-20 14:49:46,2018-09-20 14:49:46,1,1,26.03,2552 AD,s-Gravenhage,NL,2020-06-18 00:00:00,636 ,9630551034774869569,14891751850945320833
2018-09-21 16:22:59,2018-09-21 16:22:59,2,4,68.44000000000001,3032cg,Rotterdam,NL,2020-06-18 00:00:00,635 ,10191985495019508703,12373790626262970409
2018-09-22 20:54:45,2018-09-22 20:54:45,1,1,20.18,1740,Ternat,BE,2020-06-18 00:00:00,634 ,6733445384010410680,1711864673985608442
2020-04-15 14:07:00,2020-04-15 14:07:00,1,2,39.0,6525 EG,Nijmegen,NL,2020-06-18 00:00:00,63 ,2675517399635486263,8767886814142746856
2020-04-15 09:51:00,2020-04-15 09:51:00,1,3,29.0,1052 XD,amsterdam,NL,2020-06-18 00:00:00,63 ,2761396685930656411,314131489953473272
2020-04-15 00:43:00,2020-04-15 00:43:00,1,3,29.0,1442 AH,Purmerend,NL,2020-06-18 00:00:00,63 ,17113918887104672733,5153591776326766942
2018-09-27 09:36:18,2018-09-27 09:36:18,2,3,52.9,3524 SN,Utrecht,NL,2020-06-18 00:00:00,629 ,105840015499506960,7883271058263184781
2018-09-28 01:00:33,2018-09-28 01:00:33,3,3,99.48,8016PD,Zwolle,NL,2020-06-18 00:00:00,628 ,17059326389614321928,15104698940288544444
2018-09-29 18:43:44,2018-09-29 18:43:44,1,1,28.93,1021JS,Amsterdam,NL,2020-06-18 00:00:00,627 ,1079458989207439334,10367253940243366134
2018-10-05 07:05:21,2018-10-05 07:05:21,1,1,24.79,3861 ml,Nijkerk,NL,2020-06-18 00:00:00,621 ,2637638034752260044,1605096655480885435
2018-10-05 06:13:42,2018-10-05 06:13:42,1,1,11.39,2403CE,Alphen aan den Rijn,NL,2020-06-18 00:00:00,621 ,15546644319110558678,5019553053256880471
2020-04-16 16:47:00,2020-04-16 16:47:00,1,1,8.0,1076 DT,Amsterdam,NL,2020-06-18 00:00:00,62 ,12579508430007959731,2394511514140307363
2018-10-23 20:21:13,2020-04-16 16:48:00,2,2,20.4,1093 XR,Amsterdam,NL,2020-06-18 00:00:00,62 ,3475479159126801608,2445170615160812047
2020-04-16 16:37:00,2020-04-16 16:37:00,1,1,8.0,1094 TV,Amsterdam,NL,2020-06-18 00:00:00,62 ,16320864846135254887,2868132109492494414
2018-10-11 23:34:16,2018-10-11 23:34:16,1,1,28.93,5037 AJ,Tilburg,NL,2020-06-18 00:00:00,615 ,11175743513058524623,5025860683079882315
2018-10-16 17:25:15,2018-10-16 17:25:15,1,1,28.93,1071DJ,Amsterdam,NL,2020-06-18 00:00:00,610 ,9935081124862247337,16574055712811577961
2020-04-17 11:50:00,2020-04-17 11:50:00,1,1,38.0,1097 BB,Amsterdam,NL,2020-06-18 00:00:00,61 ,11086446573088654205,4113324683085178594
2020-04-17 06:37:00,2020-04-17 06:37:00,1,3,29.0,1614 LB,Lutjebroek,NL,2020-06-18 00:00:00,61 ,17574471097944918755,1937490665455765955
2018-10-20 22:32:33,2018-10-20 22:32:33,2,2,51.24,6882mx,Velp,NL,2020-06-18 00:00:00,606 ,5204800883186055119,14212391947277223018
2018-10-23 20:18:03,2018-10-23 20:18:03,1,1,12.4,,,NL,2020-06-18 00:00:00,603 ,3150705786657161347,18133488277985238238
2017-09-05 07:33:00,2018-10-23 20:19:58,3,4,47.31,1902EG,Castricum,NL,2020-06-18 00:00:00,603 ,2800604115163721909,218417756593884154
2020-04-19 21:00:00,2020-04-19 21:00:00,1,3,29.0,1096 DT,Amsterdam,NL,2020-06-18 00:00:00,59 ,5455942041847726838,17764403528275423947
2020-04-19 11:42:00,2020-04-19 11:42:00,1,3,29.0,1072 SV,Amsterdam,NL,2020-06-18 00:00:00,59 ,5377017897738150157,11423431187055485512
2018-11-26 09:07:03,2018-11-26 09:07:03,1,1,17.13,1101CH,Amsterdam,NL,2020-06-18 00:00:00,569 ,15262629832337775424,3246578956547861653
2018-11-27 19:11:34,2018-11-27 19:11:34,1,1,28.88,3514 TV,Utrecht,NL,2020-06-18 00:00:00,568 ,11720071355227005118,8617238081867809103
2018-12-04 16:54:55,2018-12-04 16:54:55,1,1,28.88,3824PC,Amersfoort,NL,2020-06-18 00:00:00,561 ,11701801087748374658,15409165471465889188
2020-04-22 13:26:00,2020-04-22 13:26:00,1,3,29.0,5615 PC,Eindhoven,NL,2020-06-18 00:00:00,56 ,6767061636079524086,5700843250267378670
2018-12-15 23:08:04,2018-12-15 23:08:04,1,1,28.88,2353 HV,Leiderdorp,NL,2020-06-18 00:00:00,550 ,12545860407749844703,7480886055811547585
2020-04-23 23:06:00,2020-04-23 23:06:00,1,3,29.0,1403 AD,Bussum,NL,2020-06-18 00:00:00,55 ,16939418508451249351,15097121462833900749
2018-12-21 04:29:13,2018-12-21 04:29:13,1,1,23.23,3740,Bilzen,BE,2020-06-18 00:00:00,544 ,10803675223088297842,13621310912824186734
2020-04-24 08:31:00,2020-04-24 08:31:00,1,1,38.0,4381 CK,Vlissingen,NL,2020-06-18 00:00:00,54 ,955464805984750617,14351790896535131300
2020-04-24 16:35:00,2020-04-24 16:35:00,1,1,38.0,7312 ZX,Apeldoorn,NL,2020-06-18 00:00:00,54 ,15531679622582126832,3317803514771278461
2019-01-12 09:20:23,2019-01-12 09:20:23,1,1,28.88,1087EN,Amsterdam,NL,2020-06-18 00:00:00,522 ,5204730135950077194,11958641524337484778
2020-04-26 09:15:00,2020-04-26 09:15:00,1,3,29.0,1437 CG,Rozenburg,NL,2020-06-18 00:00:00,52 ,11949670434561863826,14695719951403004853
2019-01-15 19:43:48,2019-01-15 19:43:48,1,1,28.88,6136 AN,Sittard,NL,2020-06-18 00:00:00,519 ,6966021291910811573,5781460566571665976
2019-01-16 21:18:29,2019-01-16 21:18:29,1,1,28.88,1447EC,Purmerend,NL,2020-06-18 00:00:00,518 ,5419311178725351093,17733394130538420307
2019-01-21 09:12:21,2019-01-21 09:12:21,1,1,28.88,5616 SB,Eindhoven,NL,2020-06-18 00:00:00,513 ,10970117297138626204,18267514742465674223
2019-01-23 18:59:16,2019-01-23 18:59:16,2,2,44.8,7102 HJ,Winterswijk,NL,2020-06-18 00:00:00,511 ,12589509644644234559,2301834073101728805
2019-01-24 20:05:41,2019-01-24 20:05:41,1,1,19.61,6511SL,Nijmegen,NL,2020-06-18 00:00:00,510 ,1997661418852998816,1204104255441122703
2019-01-25 15:46:59,2019-01-25 15:46:59,2,2,59.5,2722VV,Zoetermeer,NL,2020-06-18 00:00:00,509 ,5139880628497109644,10953612880858758492
2019-01-25 10:48:04,2019-01-25 10:48:04,1,1,19.1,3560,Lummen,BE,2020-06-18 00:00:00,509 ,17718615347087536764,15034919193433536879
2019-01-29 21:09:30,2019-01-29 21:09:30,1,1,17.13,6227 GS,Maastricht,NL,2020-06-18 00:00:00,505 ,11456641580893213599,14939937623796948963
2019-02-01 17:17:25,2019-02-01 17:17:25,2,2,59.5,1566mr,Assendelft,NL,2020-06-18 00:00:00,502 ,8948712533407429765,5624373521123040457
2020-04-28 15:17:00,2020-04-28 15:17:00,1,1,38.0,1315 BB,Almere,NL,2020-06-18 00:00:00,50 ,3334853005065340596,11383074673242686977
2020-06-01 17:17:00,2020-06-12 22:36:00,1,3,41.0,2565 KH,Den Haag,NL,2020-06-18 00:00:00,5 ,5025200420233782462,9932690315413759502
2020-06-12 17:01:00,2020-06-12 17:01:00,1,3,41.0,3039 BC,Rotterdam,NL,2020-06-18 00:00:00,5 ,4847453787460452918,3458564091188502131
2019-02-05 22:07:31,2019-02-05 22:07:31,2,5,71.86,5709BR,Helmond,NL,2020-06-18 00:00:00,498 ,2420975750139719997,13043602195432425613
2019-02-07 20:08:18,2019-02-13 12:51:37,3,3,44.8,6511 SL,Nijmegen,NL,2020-06-18 00:00:00,490 ,4502458694746535557,14601799739552603024
2019-02-18 17:49:37,2019-02-18 17:49:37,1,1,17.13,3082kh,Rotterdam,NL,2020-06-18 00:00:00,485 ,17444551408687222810,2610199860651499622
2019-03-02 15:38:03,2019-03-02 15:38:03,1,1,17.13,9738 AD,Groningen,NL,2020-06-18 00:00:00,473 ,16971667550973181921,12233782818132259738
2018-01-07 21:40:01,2019-03-02 16:47:38,3,3,45.86,1096BA,Amsterdam,MD,2020-06-18 00:00:00,473 ,7183531808367690312,10387102821298529995
2020-05-01 10:48:00,2020-05-01 10:48:00,1,3,29.0,1823 GZ,Alkmaar,NL,2020-06-18 00:00:00,47 ,584135580763086950,8869165996874058802
2020-04-25 11:16:00,2020-05-02 22:03:00,2,4,44.0,5553 CS,Valkenswaard,NL,2020-06-18 00:00:00,46 ,3670512849240849452,230963078374856532
2019-03-23 16:36:46,2019-03-23 16:36:46,1,1,17.13,2987XJ,Ridderkerk,NL,2020-06-18 00:00:00,452 ,1772098485459232092,4112839266204551012
2020-05-03 11:28:00,2020-05-03 11:28:00,1,3,29.4,5524 BD,Steensel,NL,2020-06-18 00:00:00,45 ,8614531162314794646,9954738971619552453
2020-05-03 12:55:00,2020-05-03 12:55:00,1,3,29.4,4826 GJ,Breda,NL,2020-06-18 00:00:00,45 ,8261008835971221383,17432977261039935234
2020-04-22 07:30:00,2020-05-04 10:29:00,1,3,29.0,1431 AV,Aalsmeer,NL,2020-06-18 00:00:00,44 ,17870507426710928776,4848622395614168181
2020-05-05 15:42:00,2020-05-05 15:47:00,1,4,37.0,2312 RC,Leiden,NL,2020-06-18 00:00:00,43 ,11979479708434961017,12878391112154956041
2020-05-05 23:50:00,2020-05-05 23:50:00,1,3,29.0,7951 CL,Staphorst,NL,2020-06-18 00:00:00,43 ,4581842811786250611,12098045091767228738
2020-05-05 13:42:00,2020-05-05 13:42:00,1,3,29.0,1431 XW,Aalsmere,NL,2020-06-18 00:00:00,43 ,11920235502759826660,18206690159741548410
2020-05-05 22:53:00,2020-05-05 22:53:00,1,1,38.0,2551 XH,Den haag,NL,2020-06-18 00:00:00,43 ,4153022615137775952,2453320192475410579
2020-05-05 21:06:00,2020-05-05 21:06:00,1,3,29.0,7813 CM,Emmen,NL,2020-06-18 00:00:00,43 ,884969558258084351,17437552902770606617
2020-05-05 23:36:00,2020-05-05 23:39:00,1,4,37.0,6825 JN,Arnhem,NL,2020-06-18 00:00:00,43 ,11029499842629026293,5782748333183993835
2019-04-19 14:57:17,2019-04-19 14:57:17,2,2,54.38,4907CJ,Oosterhout,NL,2020-06-18 00:00:00,425 ,3976689467867708094,13178073141410975594
2019-04-23 13:19:48,2019-04-23 13:19:48,1,1,24.75,2923EJ,Krimpen a/d IJssel,NL,2020-06-18 00:00:00,421 ,10742460120687635175,13652421297755040687
2019-04-23 01:50:20,2019-04-23 01:50:20,1,1,19.59,3527TK,Utrecht,NL,2020-06-18 00:00:00,421 ,4737366194579089165,11065174344291813685
